"","USAF","WBAN","STNID","STN_NAME","CTRY","STATE","CALL","LAT","LON","ELEV_M","ELEV_M_SRTM_90m","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_CNT","DEWP","DEWP_CNT","SLP","SLP_CNT","STP","STP_CNT","VISIB","VISIB_CNT","WDSP","WDSP_CNT","MXSPD","GUST","MAX","MAX_FLAG","MIN","MIN_FLAG","PRCP","PRCP_FLAG","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"944","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-08,"2010","08","08",220,29.2,8,26.2,8,1004.5,8,NA,0,20,8,2.1,8,5,NA,33.5,NA,25.2,NA,0,"I",NA,0,0,0,0,0,0,3.4,4.1,82.9
"945","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-09,"2010","08","09",221,29.5,8,26,8,1007,8,NA,0,17.5,8,1.7,8,2,NA,34,NA,27,"*",0,"I",NA,0,0,0,0,0,0,3.4,4.1,82.9
"946","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-10,"2010","08","10",222,28.3,8,25.2,8,1009.8,8,NA,0,17.5,8,1.1,8,2,NA,34,NA,25,NA,5.1,"G",NA,0,0,0,0,0,0,3.2,3.8,84.2
"947","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-11,"2010","08","11",223,29.2,7,25.7,7,1011.6,7,NA,0,17.9,7,1.3,7,2,NA,33,"*",24.5,NA,55.1,"G",NA,0,0,0,0,0,0,3.3,4.1,80.5
"948","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-12,"2010","08","12",224,29.7,8,25.8,8,1010.5,8,NA,0,17.5,8,1.4,8,5,NA,34,NA,25,NA,0,"G",NA,0,0,0,0,0,0,3.3,4.2,78.6
"949","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-13,"2010","08","13",225,29.6,8,25.8,8,1010.5,8,NA,0,17.5,8,3.2,8,7,NA,34,NA,25,NA,0,"I",NA,0,0,0,0,0,0,3.3,4.1,80.5
"950","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-14,"2010","08","14",226,29.2,8,26.4,8,1010.8,8,NA,0,17.2,8,2.1,8,3,NA,33.4,NA,24.9,NA,1,"A",NA,0,0,0,0,1,0,3.4,4.1,82.9
"951","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-15,"2010","08","15",227,28.7,8,26.2,8,1011.7,8,NA,0,17.5,8,2.7,8,5,NA,32.5,NA,24.8,NA,0,"I",NA,0,0,0,0,0,0,3.4,3.9,87.2
"952","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-16,"2010","08","16",228,29.3,8,26.2,8,1010.8,8,NA,0,20,8,1.5,8,2,NA,33,NA,24.9,NA,0,"I",NA,0,0,0,0,0,0,3.4,4.1,82.9
"953","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-17,"2010","08","17",229,29.8,8,26.5,8,1009.8,8,NA,0,20,8,1.5,8,4,NA,34,NA,25,NA,0,"I",NA,0,0,0,0,1,0,3.5,4.2,83.3
"954","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-18,"2010","08","18",230,29.9,8,26.7,8,1011.7,8,NA,0,20,8,1.5,8,4,NA,35,NA,26.5,NA,0,"I",NA,0,0,0,0,0,0,3.5,4.2,83.3
"955","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-19,"2010","08","19",231,28.8,8,25.7,8,1012.2,8,NA,0,17.5,8,2.4,8,5,NA,35.5,NA,26,NA,1.5,"G",NA,0,0,0,0,0,0,3.3,4,82.5
"956","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-20,"2010","08","20",232,26.9,8,25.2,8,1009.6,8,NA,0,15,8,2.4,8,6,NA,29.5,NA,24.9,NA,10.9,"G",NA,0,1,0,0,0,0,3.2,3.5,91.4
"957","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-21,"2010","08","21",233,29.2,8,25.7,8,1008,8,NA,0,17.5,8,1.4,8,4,NA,34.5,NA,23.5,NA,9.9,"G",NA,0,0,0,0,0,0,3.3,4.1,80.5
"958","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-22,"2010","08","22",234,27.9,7,24.6,7,1009.4,7,NA,0,17.2,7,2.4,7,7,NA,34,NA,24,NA,0,"G",NA,0,1,0,0,0,0,3.1,3.8,81.6
"959","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-23,"2010","08","23",235,27.9,8,25.3,8,1010.1,8,NA,0,17.5,8,2.5,8,4,NA,32,NA,23.6,NA,3,"G",NA,0,0,0,0,0,0,3.2,3.8,84.2
"960","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-24,"2010","08","24",236,28.9,7,26.1,7,1010.2,7,NA,0,16.4,7,1.7,7,4,NA,34,NA,24,NA,0,"G",NA,0,1,0,0,1,0,3.4,4,85
"961","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-25,"2010","08","25",237,27.7,8,25.6,8,1009.6,8,NA,0,19.3,8,1.4,8,4,NA,29.6,NA,24.5,NA,10.9,"G",NA,0,1,0,0,0,0,3.3,3.7,89.2
"962","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-26,"2010","08","26",238,28.2,8,25.7,8,1008,8,NA,0,18.8,8,1.6,8,5,NA,31,NA,24.7,NA,4.1,"G",NA,0,1,0,0,0,0,3.3,3.8,86.8
"963","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-27,"2010","08","27",239,28.1,8,25.4,8,1006.6,8,NA,0,20,8,0.8,8,3,NA,31.5,NA,24.5,NA,11.9,"G",NA,0,0,0,0,0,0,3.2,3.8,84.2
"964","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-28,"2010","08","28",240,29.4,8,26,8,1007.8,8,NA,0,18.2,8,1.2,8,3,NA,35,NA,24,NA,0,"G",NA,0,0,0,0,1,0,3.4,4.1,82.9
"965","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-29,"2010","08","29",241,28.7,8,25.3,8,1008.2,8,NA,0,17.5,8,1,8,4,NA,32.5,NA,24.3,NA,3,"G",NA,0,0,0,0,0,0,3.2,3.9,82.1
"966","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-30,"2010","08","30",242,28.5,8,25.6,8,1006.6,8,NA,0,16.9,8,1.5,8,2,NA,34,NA,24,NA,0,"G",NA,0,1,0,0,1,0,3.3,3.9,84.6
"967","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-08-31,"2010","08","31",243,29.1,8,25.6,8,1005,8,NA,0,17.5,8,2,8,2,NA,35.5,NA,24.3,NA,8.9,"G",NA,0,0,0,0,1,0,3.3,4,82.5
"968","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-01,"2010","09","01",244,29,8,25.3,8,1007.1,8,NA,0,16.9,8,1.2,8,2,NA,34,NA,24.5,NA,0,"G",NA,0,0,0,0,0,0,3.2,4,80
"969","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-02,"2010","09","02",245,27.9,8,25.8,8,1009.1,8,NA,0,16.9,8,2.1,8,3,NA,32,NA,25,NA,31,"G",NA,0,1,0,0,0,0,3.3,3.8,86.8
"970","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-03,"2010","09","03",246,27.9,8,24.8,8,1008.5,8,NA,0,15,8,0.9,8,2,NA,33.5,NA,23,NA,9.1,"G",NA,0,1,0,0,0,0,3.1,3.8,81.6
"971","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-04,"2010","09","04",247,26.6,8,24.7,8,1009.9,8,NA,0,15.6,8,0.8,8,2,NA,28,NA,24,NA,8.9,"G",NA,0,1,0,0,0,0,3.1,3.5,88.6
"972","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-05,"2010","09","05",248,28.9,8,25.8,8,1010.2,8,NA,0,20,8,1.5,8,3,NA,33.2,NA,24,NA,4.6,"G",NA,0,0,0,0,0,0,3.3,4,82.5
"973","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-06,"2010","09","06",249,28.9,8,26.1,8,1009.8,8,NA,0,19.3,8,1.7,8,3,NA,33.2,NA,25,NA,0,"G",NA,0,1,0,0,0,0,3.4,4,85
"974","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-07,"2010","09","07",250,26.9,8,24.9,8,1008.3,7,NA,0,15,8,3.4,8,7,NA,31,NA,24.5,"*",2,"A",NA,0,1,0,0,0,0,3.1,3.5,88.6
"975","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-08,"2010","09","08",251,26.1,8,24.1,8,1009,8,NA,0,16.3,8,2.1,8,4,NA,27.8,NA,24,NA,1.5,"B",NA,0,1,0,0,0,0,3,3.4,88.2
"976","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-09,"2010","09","09",252,27.7,8,24.9,8,1009.1,8,NA,0,17.5,8,1.4,8,2,NA,30,NA,23.5,NA,0,"I",NA,0,0,0,0,0,0,3.1,3.7,83.8
"977","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-10,"2010","09","10",253,28.4,8,25.5,8,1010.8,8,NA,0,17.5,8,2.7,8,6,NA,33,NA,24,NA,15,"A",NA,0,1,0,0,0,0,3.3,3.9,84.6
"978","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-11,"2010","09","11",254,28,8,25.4,8,1011.4,8,NA,0,17.5,8,1.2,8,2,NA,33,NA,24,NA,0,"I",NA,0,0,0,0,0,0,3.2,3.8,84.2
"979","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-12,"2010","09","12",255,29.2,7,26.1,7,1010.6,7,NA,0,17.9,7,1.3,7,3,NA,33,"*",25,NA,0,"I",NA,0,0,0,0,0,0,3.4,4.1,82.9
"980","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-13,"2010","09","13",256,29.1,8,26.1,8,1010.9,8,NA,0,18.8,8,1.7,8,3,NA,33,NA,24.5,NA,0,"I",NA,0,0,0,0,0,0,3.4,4,85
"981","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-14,"2010","09","14",257,29,8,26.2,8,1011.1,8,NA,0,18.8,8,1.2,8,3,NA,32.5,NA,24.6,NA,0,"I",NA,0,0,0,0,0,0,3.4,4,85
"982","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-15,"2010","09","15",258,28.9,8,26,8,1010,8,NA,0,19.3,8,1.7,8,4,NA,32.5,NA,24.6,NA,0,"I",NA,0,0,0,0,0,0,3.4,4,85
"983","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-16,"2010","09","16",259,29.1,8,26.2,8,1009.2,8,NA,0,20,8,1.7,8,4,NA,32.4,NA,24,NA,0,"I",NA,0,0,0,0,0,0,3.4,4,85
"984","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-17,"2010","09","17",260,28.9,8,26.3,8,1007.8,8,NA,0,20,8,3.1,8,5,NA,32,NA,23.8,NA,0,"I",NA,0,0,0,0,0,0,3.4,4,85
"985","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-18,"2010","09","18",261,29,8,25.8,8,1006.6,8,NA,0,17.5,8,1.4,8,3,NA,32.8,NA,24,NA,0,"I",NA,0,0,0,0,0,0,3.3,4,82.5
"986","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-19,"2010","09","19",262,28.8,8,25.2,8,1005.9,8,NA,0,17.5,8,1.5,8,2,NA,34,NA,24.5,NA,0,"I",NA,0,0,0,0,0,0,3.2,4,80
"987","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-20,"2010","09","20",263,29,8,25.6,8,1010.3,8,NA,0,17.5,8,2.1,8,4,NA,33,NA,24,NA,0,"I",NA,0,0,0,0,0,0,3.3,4,82.5
"988","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-21,"2010","09","21",264,29,8,25.8,8,1012.6,8,NA,0,17.5,8,1.6,8,2,NA,33.5,NA,26,"*",0,"I",NA,0,0,0,0,1,0,3.3,4,82.5
"989","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-22,"2010","09","22",265,29.1,8,25.9,8,1011.3,8,NA,0,17.5,8,1,8,2,NA,33,NA,25,NA,0,"I",NA,0,0,0,0,0,0,3.3,4,82.5
"990","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-23,"2010","09","23",266,29.6,7,26.3,7,1010.6,7,NA,0,17.9,7,1.4,7,5,NA,34,NA,23.5,NA,0,"I",NA,0,0,0,0,0,0,3.4,4.1,82.9
"991","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-24,"2010","09","24",267,28.9,8,26.1,8,1010.4,8,NA,0,17.5,8,2.9,8,7,NA,33,NA,24.6,NA,0,"I",NA,0,0,0,0,0,0,3.4,4,85
"992","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-25,"2010","09","25",268,29.3,8,26.3,8,1011.2,8,NA,0,17.5,8,1.4,8,4,NA,33.5,NA,24.5,NA,0,"I",NA,0,0,0,0,0,0,3.4,4.1,82.9
"993","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-26,"2010","09","26",269,29.4,8,26.3,8,1012.1,8,NA,0,20,8,2.1,8,5,NA,33,NA,25,NA,0,"I",NA,0,0,0,0,0,0,3.4,4.1,82.9
"994","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-27,"2010","09","27",270,29.6,8,26.5,8,1011.6,8,NA,0,20,8,1.7,8,5,NA,33,NA,25.5,NA,0,"I",NA,0,0,0,0,0,0,3.5,4.1,85.4
"995","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-28,"2010","09","28",271,29.7,8,26.4,8,1011.4,8,NA,0,17.5,8,2.9,8,9,NA,34.2,NA,25,NA,0,"I",NA,0,0,0,0,0,0,3.4,4.2,81
"996","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-29,"2010","09","29",272,25.4,8,24,8,1012,8,NA,0,15,8,2.4,8,5,NA,27.2,NA,24.6,"*",47,"C",NA,0,1,0,0,0,0,3,3.2,93.8
"997","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-09-30,"2010","09","30",273,27.4,8,24.9,8,1010.7,8,NA,0,17.5,8,1.9,8,6,NA,30,NA,24,NA,8.1,"C",NA,0,1,0,0,0,0,3.1,3.6,86.1
"998","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-01,"2010","10","01",274,28.3,8,24.9,8,1009.1,8,NA,0,16.3,8,2.6,8,10,NA,33,NA,23.5,NA,0,"I",NA,0,0,0,0,0,0,3.1,3.8,81.6
"999","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-02,"2010","10","02",275,28.4,8,25.3,8,1011.1,8,NA,0,17.5,8,1.6,8,3,NA,32.8,NA,24,NA,0,"I",NA,0,0,0,0,0,0,3.2,3.9,82.1
"1000","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-03,"2010","10","03",276,28.9,8,26.1,8,1012.1,8,NA,0,20,8,3.2,8,7,NA,32.5,NA,23.5,NA,0,"I",NA,0,0,0,0,0,0,3.4,4,85
"1001","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-04,"2010","10","04",277,28.8,8,26.1,8,1011.9,8,NA,0,20,8,2.5,8,6,NA,32,NA,24,NA,0,"I",NA,0,0,0,0,0,0,3.4,4,85
"1002","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-05,"2010","10","05",278,29.1,8,26.4,8,1011.8,8,NA,0,20,8,2.9,8,6,NA,32.2,NA,24.5,NA,0,"I",NA,0,0,0,0,0,0,3.4,4,85
"1003","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-06,"2010","10","06",279,28.8,8,26.1,8,1012.1,8,NA,0,19.3,8,3.1,8,5,NA,31.5,NA,25,NA,0,"I",NA,0,0,0,0,0,0,3.4,4,85
"1004","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-07,"2010","10","07",280,28.8,8,26.1,8,1011.1,8,NA,0,19.3,8,1.5,8,3,NA,32.5,NA,23.5,NA,0,"I",NA,0,0,0,0,0,0,3.4,4,85
"1005","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-08,"2010","10","08",281,28.8,8,25.5,8,1009.7,8,NA,0,17.5,8,1.9,8,4,NA,33,NA,24,NA,0,"I",NA,0,0,0,0,0,0,3.3,4,82.5
"1006","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-09,"2010","10","09",282,28.7,8,25.4,8,1009.2,8,NA,0,17.5,8,1.4,8,2,NA,32.8,NA,24.5,NA,0,"I",NA,0,0,0,0,0,0,3.2,3.9,82.1
"1007","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-10,"2010","10","10",283,28.9,8,25.4,8,1009.5,8,NA,0,17.5,8,2,8,5,NA,32.8,NA,24.6,NA,0,"I",NA,0,0,0,0,0,0,3.2,4,80
"1008","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-11,"2010","10","11",284,29.8,8,25.7,8,1011.8,8,NA,0,17.5,8,1.9,8,3,NA,34.5,NA,25.8,NA,0,"I",NA,0,0,0,0,0,0,3.3,4.2,78.6
"1009","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-12,"2010","10","12",285,29.6,22,25.7,22,1011.7,21,NA,0,17.7,22,2.2,22,8,NA,34.5,NA,25,NA,0,"I",NA,0,0,0,0,0,0,3.3,4.1,80.5
"1010","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-13,"2010","10","13",286,29.3,8,26.4,8,1010.9,8,NA,0,20,8,2.4,8,5,NA,32,NA,25.5,NA,0,"I",NA,0,0,0,0,0,0,3.4,4.1,82.9
"1011","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-14,"2010","10","14",287,29.3,8,26.4,8,1009.8,8,NA,0,20,8,2.4,8,6,NA,33.2,NA,24.5,NA,0,"I",NA,0,0,0,0,0,0,3.4,4.1,82.9
"1012","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-15,"2010","10","15",288,29.3,8,26.3,8,1010.8,8,NA,0,19.8,8,2.3,8,7,NA,32.6,NA,25.4,NA,0,"I",NA,0,0,0,0,0,0,3.4,4.1,82.9
"1013","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-16,"2010","10","16",289,27.6,13,25.3,13,1010.3,12,NA,0,17.7,13,1.9,13,4,NA,30,NA,25.5,NA,0,"I",NA,0,0,0,0,0,0,3.2,3.7,86.5
"1014","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-17,"2010","10","17",290,27.6,20,25.4,20,1006.7,20,NA,0,13.4,20,7.9,20,15,NA,31.5,NA,25,NA,5.1,"G",NA,0,1,0,0,0,0,3.2,3.7,86.5
"1015","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-18,"2010","10","18",291,26.3,17,24.6,17,997.9,16,NA,0,11.1,17,10.4,17,18,NA,29,NA,24.5,NA,66.8,"G",NA,0,1,0,0,0,0,3.1,3.4,91.2
"1016","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-19,"2010","10","19",292,26.4,8,23.9,8,1003.1,7,NA,0,14.3,8,3.5,8,6,NA,29,NA,24,NA,113.3,"G",NA,0,1,0,0,0,0,3,3.4,88.2
"1017","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-20,"2010","10","20",293,27.7,8,24.6,8,1002.3,8,NA,0,16.9,8,1.5,8,2,NA,32,NA,24,NA,10.4,"G",NA,0,0,0,0,0,0,3.1,3.7,83.8
"1018","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-21,"2010","10","21",294,28.4,8,25.3,8,1004.7,8,NA,0,16.9,8,1.5,8,2,NA,32.5,NA,24.5,NA,0,"G",NA,0,0,0,0,0,0,3.2,3.9,82.1
"1019","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-22,"2010","10","22",295,28.8,8,25.8,8,1004.5,8,NA,0,17.5,8,1.2,8,2,NA,32.5,"*",24,NA,0,"I",NA,0,0,0,0,0,0,3.3,4,82.5
"1020","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-23,"2010","10","23",296,29.1,8,25.9,8,1006.7,8,NA,0,19.3,8,2.1,8,5,NA,33.2,NA,25.5,NA,0,"I",NA,0,0,0,0,1,0,3.3,4,82.5
"1021","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-24,"2010","10","24",297,27.3,8,24.7,8,1008.5,8,NA,0,16.9,8,1.7,8,4,NA,31.6,NA,24.2,"*",0,"I",NA,0,0,0,0,0,0,3.1,3.6,86.1
"1022","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-25,"2010","10","25",298,27.3,7,25.3,7,1009.6,7,NA,0,15.8,7,2.7,7,6,NA,31,"*",23.7,NA,1,"A",NA,0,0,0,0,0,0,3.2,3.6,88.9
"1023","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-10-30,"2010","10","30",303,25.8,5,23.2,4,1016.1,5,NA,0,15.9,5,6.8,5,10,NA,26.5,"*",25.2,"*",0,"I",NA,0,0,0,0,0,0,2.8,3.3,84.8
"1024","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-11-02,"2010","11","02",306,26.3,4,24.6,4,1014.3,4,NA,0,12.6,4,10.2,4,12,NA,27,"*",25,"*",29,"G",NA,0,1,0,0,0,0,3.1,3.4,91.2
"1025","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-11-03,"2010","11","03",307,26,5,25.1,5,1014.6,5,NA,0,10.9,5,10.8,5,15,NA,26.8,"*",25.2,"*",75.9,"G",NA,0,1,0,0,0,0,3.2,3.4,94.1
"1026","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-11-04,"2010","11","04",308,25.7,7,24.3,7,1014.9,7,NA,0,12.1,7,3,7,7,NA,28.5,NA,24.8,"*",69.1,"G",NA,0,1,0,0,0,0,3,3.3,90.9
"1027","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-11-05,"2010","11","05",309,27.1,8,24.9,8,1012.1,8,NA,0,16.9,8,4.9,8,7,NA,29.5,NA,23,NA,135.9,"G",NA,0,1,0,0,0,0,3.1,3.6,86.1
"1028","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-11-06,"2010","11","06",310,25.3,8,24.9,8,1011.1,8,NA,0,12.6,8,0.5,8,3,NA,27.7,NA,24,NA,9.9,"G",NA,0,1,0,0,0,0,3.1,3.2,96.9
"1029","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-11-07,"2010","11","07",311,26.2,8,23.8,8,1011.7,8,NA,0,17.5,8,1.9,8,10,NA,30.2,NA,24,NA,33,"G",NA,0,0,0,0,0,0,2.9,3.4,85.3
"1030","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-11-08,"2010","11","08",312,26.8,8,24.2,8,1013.1,8,NA,0,17.5,8,2.6,8,5,NA,32,NA,23.5,NA,0,"G",NA,0,1,0,0,0,0,3,3.5,85.7
"1031","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-11-09,"2010","11","09",313,25.4,8,22.9,8,1014.7,8,NA,0,15,8,10,8,12,NA,28.8,NA,23,NA,5.1,"G",NA,0,1,0,0,0,0,2.8,3.2,87.5
"1032","982320","99999","982320-99999","APARRI","RP",NA,"RPUA",18.367,121.633,3,3,19450804,20180812,2010-11-10,"2010","11","10",314,24.4,8,22.1,8,1014.6,8,NA,0,15,8,9,8,12,NA,29,NA,22.5,NA,36.1,"G",NA,0,1,0,0,0,0,2.7,3.1,87.1
